type,text
negatif,"Not recommended. Untuk hotel bintang 4, terjadi beberapa x mati lampu, untuk kamar standar. Pelayanan juga biasa aj (standar). Untuk price juga termasuk mahal, karena dengan harga yang saya beli, untuk hotel lain sudah dapet sarapan pagi. Semoga bisa menjadi masukkan. Terima kasih."
negatif,Kebersihan kamar kurang
negatif,"AC tidak dingin, tidak bisa parkir, kamar mandi keran bocor."
negatif,"Kamar yang saya dapat kecil, beda dari sebelumnya. Kemudian kolam renangnya tutup pas ppkm, padahal sebelumnya sudah konfirm via call jika pool nya buka. Lalu waktu check in, konfirm lagi ke resepsionis lalu di infokan kalau poolnya tutup. Sangat mengecewakan."
negatif,Kamarnya luas tapi AC kurang dingin.
negatif,"Secara kamar sih bersih ya, tp untuk ukuran hotel bintang 4 masih dibawah standar, saya minta pemandangan ke simpang 5, tp malah dikasih yang pemandangan parkiran, dengan keadaan gedung yang sudah rusak, dan di jendela banyak kotoran burungnya"
negatif,Kulkasnya gak ada dingin-dinginnya sama sekali tolong lebih dicheck
negatif,"Dapat kamar smoking room, alasan kamar mereka habis padahal saya bawa anak dan orangtua. Kamarnya bau jadi tidur pun ga nyaman."
negatif,Kamarnya bau apek. Kesannya berdebu. Kecewa banget.
negatif,"Resepsionis kurang ramah, AC kurang dingin, dan menu sarapan lama sekali refill nya. Kami datang ke tempat sarapan pukul 08.00, dan banyak stall yang sudah kosong. Plus nya pool bersih, dekat kemana-mana, tinggal nyebrang aja sudah Mall."
negatif,"Saya tidak jadi menginap di hotel ini, tidak bisa refund, gak apa-apa. Saya sangat tidak nyaman karena tidak ada fasilitas tempat parkir untuk roda dua, saya disuruh parkir di halaman mall, karyawan tidak ramah, saya tanya tempat parkir malah marah-marah. Saya lebih baik pindah cari hotel lain."
negatif,Hotel bangunan lama interior juga kelihatan lama waktunya renovasi total.. agak bau apek.
negatif,Jorok saat mau breakfast meja berantakan dan kotor tdk langsung d bersihkan. saat mkn kita slesaipun tdk langsung d angkat piring kotornya harus tunggu kita angkat kski baru d beresin. alhasil piring menumpuk d meja kita. dan pelayanan d receptionis terlalu lama alias G nyambung para receptionisx
positif,"Hotelnya nyaman, crew ramah, makanan enak dan lokasi strategis."
positif,"Nyaman, bersih, bagus, rapih dan enak deh."
positif,"Kami senang menginap di hotel ini, dengan conecting satu kamar ke tempat kamar lainnya alternatif menginap dengan keluarga. Kamar bersih, nuansa kekinian, sarapan pagi yang sangat enak."
positif,"Enak, ramah staf nya, mudah kemana mana karena lokasinya."
positif,"Lokasi strategis, akses dekat dan mudah, parkir luas, makanan kurang."
positif,Harga terjangkau kualitas memukau
positif,Hotel tengah kota dengan harga yang ramah dikantong. Dengankamar yang bersih dan nyaman.
positif,"Semua staffnya sangat ramah, pelayanan memuaskan, kamar hotel worth it untuk harga segini"
positif,Kebersihan dan pelayanan sangat baik.
positif,"Pelayanannya ramah, staff nya helpful, tempatnya nyaman, harganya terjangkau. Recommended place for business travel or family vacation."
negatif,"AC tidak dingin, pindah kamar tetapi tetap sama, di corridor hotel terlihat kusam, tidak seperti pada foto yang ditampilkan"
negatif,"Televisi, salah satu fasilitas kamar, TV sudah tidak layak, masih saja terpasang."
negatif,Permintaan kamar smoking room diberikan kamar no smoking.
negatif,"Menurut saya lumayan ok & harga terjangkau, tapi ada beberapa kekurangan, exhaust fan di shower room tidak berfungsi, jadi kurang nyaman aja saat tiap mau masuk shower room, untuk makanan room service enak tapi breakfast kurang enak & menunya terlalu sedikit untuk harga segitu, selebihnya oke."
negatif,Ac kamarnya tidak bagus dan kamar tidak sesuai
negatif,Hotelnya panas banget berasa sauna di setiap sudut ruangan!
negatif,"Baru kali ini, meminjam peralatan makan kena cash."
negatif,"Kebersihan kurang, air minum terbatas, makanan kurang. AC kamar central sulit di setting
"
negatif,"Kamar dirubah, duty manager tidak berani keluar, air bau sekali, padahal kami suite layanan kaki lima"
negatif,"Tidak sesuai dengan apa yang di fotokan, bintang 4 tapi seperti budget hotel. Pelayanannya parah, orang masih tidur sudah dibuka pintunya. Tidak bisa jaga privasi orang."
negatif,Respon ketika di minta sesuatu sangat lambat dan bahkan tidak di respon.
negatif,Proses check in lama hampir 1 jam. Saluran air kamar mandi tidak lancar jadi air menggenang banyak di lantai.
negatif,"Pelayanan kurang baik, tidak merespon apa yang diminta."
negatif,"Makanan kurang enak, malam juga order nasi beef black peper, nasinya keras, minta birthday set up, minta cake kecil di kamar, sudah konfirm, tapi cuma di kasih cake towel sama animal towel! Udah telepon minta check in jam 12 katanya bisa, terus sudah sampai sana setengah 1, kamar ready jam 1 an. Lantai kamarnya kotor."
negatif,AC di kamar tidur tidak bisa di set turun.
negatif,"Untuk ukuran bintang 4 sangat bad sekali, terlihat kurang dijaga kebersihan kamarnya, ada debu di meja dan gelas. Yang sangat kelihatan ya di sprei dan bed covernya, banyak bercak kecoklatan yang sangat terlihat. Entah belum dicuci atau cuci kurang bersih."
negatif,"Secara keseluruhan hotel ini bagus, yang bikin jelek adalah pelayanannya. dari resepsionis yang tidak ramah, Fasilitas kamar yang tidak disediakan sesuai seharusnya, pool towel yang tidak disediakan dan customer disuruh ambil sendiri ke resepsionis, Dimana pool ada di lantai 8, resepsionis ada di lobi."
negatif,"Kamar tidak kedap suara sehingga suara dari sebelah kanan-kiri dan depan terdengar keras. sangat mengganggu. Parkir mobil sangat susah, satpam yang ngatur parkir sangat tidak tegas koordinasinya tidak mantap."
negatif,"Tidak sesuai permintaan atau bookingan, sangat kecewa, niat bulan madu jadi benalu."
negatif,"Pelayanan saat check in sangat lama sekali, kamar siap jam 16.00."
negatif,"Ac nggak dingin, menu breakfast tidak ada rasa dan tidak bervarian"
negatif,"Hotel bersih, Kolam renang sangat nyaman tetapi proses check-in lama karena receptionist lupa untuk konfirmasi bahwa kamar kami telah tersedia sehingga kami menunggu sangat lama di lobby."
negatif,Biasa saja. Saya breakfast tidak bisa di kamar dan setelah turun ke bawah diingatkan melulu karena sudah jam 10.
negatif,Sangat tidak memuaskan dalam hal kesiapan kamar saat check-in. Swimming pool kaporitnya sangat terasa. Makanan untuk anak kecil harus bayar. Reseptionis yang tidak memberikan apologize saat kesalahan mereka.
negatif,Sangat kecewa dengan pelayanan staf restaurant saat breakfast. Harusnya sekelas hotel berbintang 5 tidak mempermalukan tamu nya di depan orang banyak hanya karena cupcakes seharga Rp. 10rb Sangat mengecewakan !!!
negatif,Disaat kita check-in lewat travel loka datang petugas bilang belum ada email atas nama saya sehingga saya hrz mencari buat print..pihak hotel tidak menyiapkan printer gratis
negatif,"Room biasa aja, fasilitas biasa. Saat breakfast luarbiasa padat, tidak dibatasi dan jarak yang terlalu dekat jadi ketakutan saat makan. Sebagai hotel bintang tidak ada prokes sama sekali."
negatif,Wifi masalah dan makanan tidak enak
negatif,"Pelayanan Lambat Sekali, Cek in saja membutuhkan waktu 20 menit, Pesan Tempat Tidur bayi juga lama sekali baru datang"
negatif,Penerangan lampu di kamar sangat kurang terang
negatif,"Kolam renang airnya kotor banget, playground anak-anak juga kotor banget. bintang 5 tapi fasilitas standart."
negatif,Harga mahal tapi fasilitas WiFi jelek.
negatif,"Bunyi setiap malam di atas ruangan, seperti ada yang geser geser kursi."
negatif,Service Bad. Kasar. Check-in Dipersulit. Kita kecewa berat
negatif,"Lobby hotel bau asap rokok karena ruang untuk merokok tidak tertutup jadi asap rokok tercium sampai ke lobby, sangat mengganggu."
negatif,"Kamarnya kurang nyaman, tapi makanannya enak-enak, tempat bermain anak-anak sangat bagus."
negatif,Banyak air menetes dari plafon
negatif,Kamar mandi nya tidak ada bath up dan berukuran kecil
negatif,Kamar kurang luas.
negatif,Hotel mahal tapi kebersihan kurang.. Saat udara pagi masuk ke kamar baru terlihat bed side table dan bagian dalam lemari banyak sekali debunya..
negatif,Fasilitasnya tidak sesuai untuk bintang lima.
negatif,Kamar mandi bau
negatif,Pelayanan sangat kurang memuaskan
negatif,Fasilitas toilet kebetulan flushnya berat.
negatif,Bagunannya sudah lama. Tidak ada bath tube
negatif,"Staff hotelnya ngasal. Beresin kamar tapi piring kotor masih ada di meja, lantai gak disapu, sabun dan handuk gak diganti. Gak memperhatikan hygiene sama sekali! Gak ada social distancing sama sekali di hotel ini. Tamu banyak yang merokok di area balkon (public area) dan puntung rokok bertebaran. I will never stay at this hotel again."
negatif,Menginap semalam terus mau perpanjang tapi batal. Sebelum check-out jam 12 siang sudah disuruh keluar hotel. Hotel bagus. Pelayanan sangat buruk payah.
negatif,"Staf pelayanan saat hendak sarapan terlalu interogatif. Dan memang betul haknya untuk 2 orang, tapi terlalu mencurigai padahal anak kecil toh porsinya tidak seperti apalagi melebihi dewasa."
negatif,"Ini kali ke dua nginap di gaia cosmo, cukup mengecewakan karena lorong menuju ke kamar kotor. Sepertinya ada bekas makanan tumpah, dalam 2 malam nginap ternyata tidak dibersihkan tuntas hanya disapu tidak dipel, padahal kotoran terlihat jelas."
negatif,"Pelayanannya bagus, cuman sayang kamar agak kotor kurang bersih dan kamar mandinya kurang bersih juga, jadi buat saya kurang nyaman"
negatif,Ada sebagian besar petugas wanita tidak ramah.
negatif,"Awalnya dapat kamar yang bau, setelah komplain baru dipindahin kamar."
negatif,"Untuk keseluruhan sebenarnya puas dengan gaia hotel. Tapi sayang, saya ketinggalan barang disana. Dan mereka bilang tidak ada, sudah berkali-kali saya telp ke hotel dan mereka bilang tetap gak ada."
negatif,"Desain hotelnya bagus, hanya saja kebersihannya sangat parah dan perlu diperbaiki"
negatif,"Kurang officeboy jadi mulai penanganan kebersihan dan breakfast nya gag mumpuni, karena suasana hotel juga ramai."
negatif,"AC tidak dingin panas, banyak nyamuk, tapi kamar bersih dan lega."
negatif,Kamarnya dapat dua tempat tidur padahal kita suami istri dan tidak ada box bayinya.
negatif,"Room kurang bonafid, sarapan juga kurang variatif."
negatif,Suara dari luar kamar masih terdengar cukup keras dari dalam kamar
negatif,"Tempat parkir terbatas, parkir diluar lokasi lain."
negatif,Tempat sarapan sempit dan menu kutang variasi.
negatif,Tidak mendapatkan bed yang sesuai pesanan.
negatif,"Banyak nyamuk di dalam kamar, keran air di WC kamar untuk bilas mengalirnya tersendat-sendat, menu breakfast tidak lengkap bahkan terkesan sangat sedikit variasinya. Pada saat check-in suami saya datang duluan dan minta kamar King dijawab tidak ada karena full, namun pada saat saya datang dan saya tunjukkan pesanan via online dengan pilihan kamar kingbed ternyata ada yang masih tersedia. Resepsionis terkesan kurang ramah."
negatif,"Bangunan hotelnya bagus dan modern, ada kolamnya juga.. Sarapannya juga lumayan enak, tapi ada pengalaman yang tidak menyenangkan selama saya menginap yaitu koper yang saya titipkan di resepsionis dan dijanjikan akan dikirim ke kamar malah sempat hilang tidak jelas kemana. Saya bersama ibu yang sudah lelah akibat perjalanan jauh dan jalan-jalan sebentar ingin segera mandi dan istirahat masih harus menunggu hampir 1 setengah jam karena koper hilang. Yang saya heran adalah bagaimana staf bisa tidak profesional dalam hal sepele seperti ini. Sayang dong hotelnya bagus tapi stafnya tidak kompeten. Namun, saya menghargai permintaan maaf hotel. Mohon untuk ditraining lebih lagi untuk stafnya. Juga untuk kebersihan shower tolong ditingkatkan karena lantainya licin sekali. Terima kasih, semoga masukan ini membantu untuk pelayanan hotel ini selanjutnya."
negatif,Hotel masih baru sehingga banyak perbaikan berisik. Jadi sangat terganggu dengan suara-suara itu
negatif,Sebenernya saya lumayan sering menginap di Gaia. Cuma untuk proses cek in memakan waktu yang lama hampir 30 menit.
negatif,"Saya pernah pesan kamar deluxe balkonnya pada saat ramai penginap malah dikasih kamar biasa di lantai 6 dan twin bed, akhirnya setelah claim kesalahan keresepsinis akhirnya tetep dikasih balkonnya tapi kamarnya twin bed sedih aku tuh menginap disini."
negatif,Biasa saja tidak ada kesan istimewa.
negatif,Kurang bersih; Staff masih kurang pengalaman.
negatif,Tempat tidur tidak sesuai dengan pemesanan.
negatif,"Tempat parkirnya sempit, kalau bawa mobil disuruh parkir di lokasi lain, parkir di hotel sudah penuh."
negatif,"Pintu kamar mandi tidak bisa di tutup, air di toiletnya kurang lancar keluarnya."
negatif,"Pas ditinggal lava tour pergi jam 4 subuh dan permintaan untuk dibereskan kamar sudah digantung di handle pintu, tapi pas kembali kamar sekitar jam 11 kamar belum dibersihkan, saya telepon ke room customer servicenya malah nanya balik infokan untuk dibereskan tidak kamarnya? Saya dan keluarga ada 4 kamar dan semuanya tidak dibereskan. Kemudian kopi di kamar sudah habis saya minta ulang infonya, sedang diambilkan / disiapkan, tapi sampai saya check out besoknya tetep ga dikasih. Itu saja sih komennya, yang lainnya ok"
negatif,"Kesini tujuannya buat staycation karena lagi pusing banyak pikiran. Hotel ini ternyata orang luar diberi akses masuk dan diberi card ke kamar kita. Tengah malam ada yang gedor-gedor pintu dan diberi akses card, bahkan resepsionis bantu menelfonin mulu, Jelas-belas kalau sudah 3 kali tidak diangkat berarti kurang sopan untuk menelfon lagi."
negatif,"Resepsionis hanya satu, pelayanan check-in lama, bolak-balik 3 kali, bangkit dan duduk ke resepsionis untuk kasih ktp, tanda tangan dan ambil kartu."
negatif,"Sarung bantal dan selimutnya kotor, ada hitam hitam, menu breakfastnya kurang menarik. Semoga bisa menjadi saran yang baik untuk lebih maju."
negatif,"Pelayan oke, staf ramah kamar mandi bersih, cuma kartu akses yg di berikan cuma 1kartu jadi agak ribet keluar masuk dari lobby ke kamar, tapi layan oke makan juga bervariasi, enak , untuk parkir juga di betikan layan vale.. top buat gaia"
negatif,"Overall menyenangkan dan puas sekelas bintang 3 tapi pelayanan dan fasilitas seperti lebih dari bintang. 3. kolam renang bersih menyenangkan ruangan ruangan ruangan ruangan ruangan ruangan ruangan ruangan ruangan ruangan ruangan rangap. Bersih anak-anak puas menginap dan renang, makanan enak."
negatif,"Kamar yang saya pesan katanya penuh, ditawarin free upgrade ke kamar yang lebih mahal ternyata zonk, sudah tua, bau apek, tidak terawat!"
negatif,"Dapat kamar baru yang menghadap langsung ke jalan raya berisik banget, sudah gitu ada club harley. benar-benar tidak bisa tidur. Hotel goblok sudah tahu penggir jalan bukannya bikin kamar yang kedap, kalau malam banyak orang bandung yang alay dan kampung trek dan motor. Buat yang lain jangan pernah mau menginap di hotel ini kalau menghadap ke jalan raya, dijamin tidak akan bisa tidur. Lain kali tidak akan menginap disini lagi, sudah check-in lama banget"
negatif,"Pesen kamar non smoking. Pas masuk bau asap rokok dimana mana. Katanya hari biasa kamar ini smoking, khusus weekend kamarnya gak boleh ngerokok, jadi hari ini jadi kamar non smoking. Gak gitu dong konsepnya! Kalo kamar non smoking tuh hari apapun gak boleh smoking. Ini residu orang ngerokok kemarin nempel semua dimana mana. Masa saya ada anak balita, kasian anakku tidur kamar bau asap. Hotel rasa kantin supir. Mana gak ada shampo. Kasur keras. Sofa bercak noda. Breakfast bervariasi tp gak ada yang enak. Menang lobby nya doang bagus. Kapok! Cari hotel lain aja."
negatif,"Airnya bau, kamar mandi bau dan kotor, ranjangnya tidak nyaman, kamar tidak kedap suara terdengar berisik."
negatif,Kunci hanya dikasi 1 kalau nambah deposit 100k akses lift terlalu jauh dan membingungkan krn ada 2 dgn nomor yg hampir sama
negatif,"Pengalaman sangat buruk sekali menginap di sini, mulai dari pertama datang dari parkiran belakang mau masuk di sambut dengan security sangat tidak bersahabat, terus kebetulan hari itu saya membawa kendaraan bermotor, besoknya pas mau check-out menuju parkiran helm di motor yang terkunci hilang helmnya, helm baru saja di beli beberapa jam sebelumnya aneh helm terkunci tapi bisa hilang di parkiran yang begitu banyak securitynya, dan tidak ada penyelesaian atas kehilangan helm itu, bukan karena masalah harga helmnya cuma kecewa saja dengan pelayanan keamanan disana."
negatif,"Di lift banyak punyung rokok, tempat tidak boleh ngerokok tapi banyak yang ngerokok, sehingga semua di lobby bau rokok, kamar mandi super jorok, bukan seperti bintang 4 seperti bintang."
negatif,"Hotel pelayanan terburuk yang pernah saya sewa, 4 bintang yang ga pantes -Ga boleh parkir di sinih, ga boleh parkir di sebelah sana, padahal posisi masih kosong, dan saya bawa bayi - palinh kacau adalah 1 jam saya menunggu bellboy, 3 kalo saya telepon dan alasannya, udah ke kamar kita, tapi orang d kamar minta waktu lagi. What?? Ga worth dengan harga segini, diluar expektasi c pertama dan terakhir"
negatif,"Tidak ada keset di kamar mandi, sudah telepon receptionist sekalian minta extra sabun, sampe check out gak dateng-dateng, closet kotor kuning kayak di toilet umum:(please lah ini hotel bintang bukan motel."
negatif,"Sangat mengecewakan, ada ruang di tengah kamar niat staycation di hotel bintang 4 dengan class deluxe, dapat seperti kamar standar. Untuk kelas bintang 4 menyediakan kamar seperti itu, untuk yang mau staycation mending mempertimbangkan lagi untuk menginap di sini. Minta pindah kamar dengan kelas yang sama, alasan nya full booked."
negatif,"Akses tidak ada, sehingga orang bebas keluar masuk hotel, kurang secure. Terlalu berisik seperti tidur di kos-kosan. tidak kedap suara. sangat kecewa. Beda dengan elroyale sebelumnya kenapa jadi seperti ini, saya fikir masih seperti dulu, mohondiperbaiki, yang penting itu kenyamanan dan privasi."
negatif,"Proses check in yang sangat lama, kamar belum disiapkan dan terlihat masih sibuk mencari. Pada waktu masuk kamar ternyata kamar bau rokok padahal di notifikasi pemesanan sudah ditulis non smoking room sehingga saya harus kembali ke reception untuk meminta kamar lain yang ternyata ada. Makanan room service sangat mengecewakan dengan harga yang mahal tetapi kualitas rasa yang sangat mengecewakan"
negatif,"Perawatan kamar sangat tidak nyaman, banyak sekali noda di sofa, kursi, gordyn, lampu tidur. Lampu tidur sudah tidak layak untuk dipajang (goyang-goyang dan miring) makanan sarapan tidak banyak pilihan, rasa pun sudah biasa aja tidak seenak dulu. Kenyamanan pada karpet sangat menyedihkan, berdebu sampai kamar bau apek. Kamar mandi bagian sudut-sudut tidak bersih, pintu kamar mandi kotor. Kalau pinjam peralatab makan (piring, gelas, mangkuk hanya boleh 1 pcs saja, kalau lebih di charge biaya) please improve your service, karena tidak seperti hotel bintang 4."
negatif,Kebersihan kamar mandi kurang. Tirai kamar mandi berbau kurang sedap dan ada seperti bercak darah. Kasur sudah harus diganti karena tidak lagi menopang tubuh ketika berbaring.
negatif,"Staf hotel ramah dan makanannya enak. Hanya saja keadaan kamar sangat kotor, di sudut dan di bawah ranjang debu sangat tebal di tambah karpet yang sepertinya sudah lama tidak di bersihkan sehingga debu halus langsung tersebar saat mengian mengihap."
negatif,"Pelayanan buruk wkwk ga ada senyum senyum nya acan, giliran orang yang berkameja dan terlihat seperti pejabat baru deh disenyumin dan disapa wkwk saya check in aja berasa kaya penjahat, Saya kan check in pake uang sendiri, belum tentu yang pakaian rapih pake uangnya, bisa jadi pake uang rakyat wkwkwk. Tolong disama ratakan yah jangan mandang orang dari penampilan."
negatif,"Setelah check in semua ok, hanya saja pas sebelah kamar saya ada yang check dan melakukan party di kamar dengan tertawa-tertawa dan nyetel musik keras-keras, pihak hotel pada saat saya lakukan pengaduan tidak maximal dalam mengatasinya. Hanya tel dan tidak ada action mengirim security dalam membereskan masalah keonaran yang disebabkan oleh tamu yang tidak mengerti adab. Jadi saya mengalah untuk pindah kamar dan kebetulan yang kosong hanya ada di lantai yang smoking floor sementara saya & keluarga tidak merokok. Lebih baik bau rokok tetapi tidak onar seperti kamar sebelumnya. Mestinya pihak hotel bisa lebih tegas mengatasi tamu yang membuat keonaran. Sangat disayangkan sekali."
negatif,"Ini ketiga kali menginap disini. Tidak suka kamarnya yang digedung tua. Karatan dan bau sumpek, furniturnya masih model tua. Pokoknya tidak memuaskan. Akhirnya pindah kamar di gedung baru. jadi tambah uang. jangan dibedain dong. Saya sudah percaya dan nyaman sama ini hotel. diginikan jadi kecewa banget!"
negatif,"Hotel sudah cukup tua, furniture di dalam kamar sudah layak untuk di ganti, toilet mengeluarkan bau ""kotoran manusia"" padahal tidak di pakai. Sarapan menunya kurang variatif. Tapi untuk service saya merasa sudah baik, mulai dari satpam, receptionist, room service semua baik. Dan untuk lokasi juga ok, sangat dekat dengan Braga citi walk."
negatif,Ada kejadian dimana ada tamu yang tidak saya inginkan dapat mengetahui dimana saya tinggal dan masuk hingga ke depan pintu sehingga privacy saya terganggu. Mohon security dapat bersikap lebih profesional dan akses masuk tamu lebih terkontrol.
negatif,"Pelayanan kurang memuaskan. saat masuk kamar ada makan bekas pengunjung sebelumnya yang tidak sempat dibereskan dan sudah bau basi. Saat pulang, Di parkiran mobil saya terhalang oleh mobil lain yang membuat saya menunggu cukup lama sampai pemilik mobil memindahkan kendaraannya. Mohon diperbaiki lagi pelayanannya."
negatif,Liftnya lama banget kaya 1 jam menunggunya tidak worth it menginap disana kamarnya juga bau.
negatif,"tamu saya di tolak dan dibilang bookingan tidak ada, padahal tengah malam booking dan jadinya terkatung2 tengah malam karena pada saat itu di bandung hotel sekitar pada penuh....sangat mengecewakan ...apalagi respon pihak hotel saat kami konfirmasi terkesan menyalahkan tamu, dan gak ada permintaan maaf..."
negatif,"Minta pool view, yang dikasih tembok view. Poolnya 2 lantai di atas baru keliatan. Padahal kalau tidak ada bilang saja tidak ada pool viewnya."
negatif,"Pokoknya tidak recommend banget, menyesal deh menginap disini, sudah bolak-balik menginap ke hotel baru kali ini banyak mengecewakan."
negatif,"Minta handuk karena anak-anak habis berenang menggigil harus sampai nunggu setengah jam, 3x nelpon ke receptionist tidak datang juga tuh handuk ke kamar"
negatif,Tidak tersedia handuk muka/handuk kecil dan pesanan yang tidak sinkron antara Traveloka dengan jenis room yang ada di hotel.
negatif,"Bangunan hotel cenderung tua, termasuk furniture di dalam kamar. AC sempet komplain berkali-kali karena tidak dingin & saya kira kolam renang hangat, ternyata seperti air biasa saja. Breakfast juga tidak ada yang istimewa, kebantu lokasi saja yang di tengah kota. Tolong ditingkatin lagi ya el royale untuk semua fasilitasnya."
negatif,Makanan Breakfast kurang enak dan jauh dari enak.. makanan standart banget kayak bintang 2 dan 3
negatif,"Lantai kamar mandi bocor, banyak kotoran di bawah meja yg belum di vacuum, tamu berdesakan di lift, tamu merokok di non smoking area dan tidak mendapat teguran."
negatif,"Bau apek, kamar mandi dan bed cover. Liftnya bermasalah sangat lama menuju ke lantai 17."
negatif,"Saya minta handuk kecil tambahan dikenakan charge. Ini pengalaman pertama menginap di hotel hanya pinjam handuk tambahan, handuk kecil pula dikenakan charge. Definitely, we will not come back again."
negatif,Saya suka kamarnya tapi berhubung ramai pengunjung pelayanannya kurang profesional dan Kamar mandinya kurang bersih padahal kami late check-in seharusnya dapat lebih baik lagi. Operator front desknya tidak konsisten ketika diajak berbicara.
negatif,"Sempat terlantar hampir satu jam karena pintu kamar tidak bisa dibuka padahal jam satu malam, setelah ngoceh-ngoceh baru dikasih kamar pengganti tapi dengan tempat tidur yang single bed yang selalul bergeser terus posisinya tidak nyaman, jam 3 bari kamar kebuka dan bisa ambil barang-barang semua yang terkunci di kamar sebelumnya, responnya telat banget."
negatif,"Datang check in jam 2 siang, baru dikasih kunci kamar jam 5 sore. Itupun harus ditanya terus. Kecewa banget sama pelayanannya."
negatif,"Saat itu ditempatkan di kamar yang sebelahnya ada genset, yang nyala mati-mati, suara sangat mengganggu, terima kasih."
negatif,"Tidak ada komfirmasi sebelumnya dengan tamu hotel kalau kamar yang kami tempati sudah dibooking orang lain, saya mau perpanjang jam 9 sudah gak bisa lagi karena sudah di booking tamu lain."
negatif,"Kurang bersih, tidak nyaman masuk parkirannya, sepertinya mobil sudah banyak yang kegesek, liat dari tembok yang kena sama mobil."
negatif,"Hotel gabung dengan apartement, jadi kalau mau naik kekamar harus ganti lift, antara lift kamar dengan lift kendaraan berbeda dan berjarak kurang lebih 100 meter. Jadi bisa dibayangkan kalau bawa barang banyak keluar lift terus jalan kaki untuk pindah lift berikutnya."
negatif,check in Lama BANGETTT. pilih hotel ini karena kolam renang besar. tp tidak boleh renang. nyesel salah pilih hotel
negatif,"FO nya bermasalah, kamar request non smoking dikasih smoking, breakfast request jam 8, di note nya jam 6, otomatis tidur terganggu sama bell yg kirim breakfast, AC kamar juga panas, kamar nya pun dapat yg ada pilarnya, jadi berasa sempit."
negatif,AC kurang dingin barang bawaan saya lama diantar ke kamar padahal anak saya pingin menyusu. Saya telpon resepsionis sampai berulang.
negatif,"Sebelumnya ini hotel langganan setiap ke bdg karena hotel bersih, nyaman dan sarapan sangat enak., tp yg terakhir kemarin pesan no smoking room, tapi kamar sebelah merokok, asap masuk ke kamar. Sudah komplen tapi tidak ada solusi. Sarapan pagi tidak seenak dulu, Tidak ada rasanya. Apakah ganti chef?"
negatif,"Beberapa kali menginap baru kali ini dapat tidak ada bathtubnya tapi keseluruhan masih oke, staf semua ramah, breakfast enak."
negatif,Pas lagi tidur tiba-tiba ada pegawai hotel yang masuk kamar. Pas komplain juga pihak hotel responnya kurang oke.
negatif,"Makanannya kurang memuaskan, viewnya kurang bagus."
negatif,"Kamar cukup bersih dan pelayanan juga baik dan ramah, sayang breakfast tidak prasmanan dan kurang bervariasi, dan anak-anak yang mau renang sangat disayangkan harus pakai pakaian renang, kalau tidak membawa pakaian renang diwajibkan membeli dahulu."
negatif,Berenangnya harus pakai baju renang khusus wanita. Sedangkan pemberitahuannya mendadak pas sudah sampai kolam renang.
negatif,"Pelayanannya tidak memuaskan. Sudah tunggu 1 jam untuk kamar tapi ternyata tidak dikabarkan kalau kamar tidak ready! Buang-buang waktu! Kalau sudah tahu kamar tidak ready, informasikan. jangan bikin orang nunggu."
negatif,"Keamanan bagi pengguna kolam renang tidak bagus, keselamatan kurang terjamin."
negatif,"Entah mengapa kamarnya tidak kedap suara karena berulang kali terdengar suara pintu membuka dan menutup secara kencang hingga saya berulang kali melihat, Dan suara tangis bayi dari kamar sebelah terdengar jelas dari awal check-in hingga malam hari hingga saya tidak bisa istirahat dengan nyaman."
negatif,"Not recommended. the reason we stay there just only for the wedding invitation. AC panas. Complain minta pindah kamar dan tidak ada penuh! Dia bilang bisa dibetulin pulang kondangan, kamar like oven, hot panas, just one time its more then enough."
negatif,"Pelayanannya kurang memuaskan, karena receptionist yang bertele tele saat check-out dan roomboy yang tidak komunikatif saya hampir ketinggalan pesawat."
negatif,"Dua kali di ingatkan petugas saat renang, apa petugas kurang teliti baju yang saya pake baju renang cuma memang sudaha rada kendor. Ditegur tidak merasa salah itu tidak enak banget."
negatif,Saat tamu banyak lift malah sedang ada yang di-maintenance sehingga terpaksa turun lewat karena lama menunggu lift.
negatif,"Tidak sempat photo karena hanya 1 hari disana dan sibuk banget pergi ngurus anak, Tempatnya kotor banget gorden lah yang lain juga padahal bintang 4 masa kaya gitu hotelnya hmm."
negatif,Pelayanan sangat lama untuk dikategorikan sebagai bintang 4. Penurunan koper 1 jam dengan alasan terjebak di lift. Barang tertinggal harus menunggu 1 jam.
negatif,"Layanan umum untuk seperti lift, ngantri lama banget, bisa 2 jam... Anak-anak jadi rewel. Tangga evakuasi juga tidak dinfungsikan, lift ada yang rusak."
negatif,"Kamar model lama (lantai karpet dengan bau khas), handuk tambahan di kenakan charge tambahan (untuk yang berpergian dengan anak, pasti perlu handuk tambahan), (Di hotel-hotel lain tidak pernah dikenakan charge tambahan), ukuran lift kecil (antri lumayan lama)."
negatif,"Kamar luas, view bagus arah ke kolam, kasurnya kurang empuk untuk hotel bintang 4."
negatif,"Baru pertama menginap di hotel bintang 5, tetapi breakfastnya seperti kondangan. Tempat breakfast yang biasa dipindah ke tempat yang seadanya. lalu kondisi makanan, minuman dan tempat yang tidak memuaskan."
negatif,"Check-in di hotel ini luar biasa lama pelayanannya bisa 15-20 menit. Menu breakfast yang sedikit dan rasanya pun kurang. Dulu sebelum berubah nama, menu breakfast banyak varian dan enak-enak, sekarang kok malah penurunan menurut saya."
negatif,"Kurang memuaskan, kasurnya tidak seempuk sofanya, dan lokasinya dekat rel kereta jadi bising, di dalam kamar bisa mendengar suara dari luar."
